miRNA	TCGA-D8-A27I	TCGA-A2-A0YC	TCGA-A8-A09Q	TCGA-AQ-A54O	TCGA-AC-A23E	TCGA-E2-A10F	TCGA-E2-A105	TCGA-AC-A3YJ	TCGA-EW-A2FV	TCGA-A7-A5ZW	TCGA-A2-A0EX	TCGA-A8-A085	TCGA-E9-A54X	TCGA-EW-A1IW	TCGA-A7-A0D9	TCGA-A2-A0T7	TCGA-A2-A1FW	TCGA-BH-A8G0	TCGA-A8-A07B	TCGA-A2-A0ES	TCGA-D8-A27R	TCGA-AO-A12B	TCGA-BH-A0BF	TCGA-D8-A1XS	TCGA-E2-A15K	TCGA-AN-A0XP	TCGA-B6-A0IN	TCGA-BH-A0HW	TCGA-OL-A66N	TCGA-BH-A0BJ	TCGA-E2-A1IO	TCGA-OL-A5RV	TCGA-BH-A0B4	TCGA-D8-A1Y0	TCGA-BH-A0BP	TCGA-AN-A0FF	TCGA-A8-A09A	TCGA-AR-A0TV	TCGA-AN-A0AK	TCGA-A2-A04V	TCGA-B6-A0X4	TCGA-D8-A1Y1	TCGA-BH-A0H3	TCGA-B6-A408	TCGA-AR-A1AW	TCGA-A8-A07P	TCGA-S3-A6ZG	TCGA-BH-A0BV	TCGA-E9-A22A	TCGA-BH-A18U	TCGA-OL-A66K	TCGA-A8-A07F	TCGA-B6-A0X5	TCGA-B6-A0RQ	TCGA-E2-A576	TCGA-A2-A25E	TCGA-A2-A0ET	TCGA-A8-A08I	TCGA-EW-A2FW	TCGA-A2-A1FV	TCGA-BH-A0C7	TCGA-AR-A5QN	TCGA-GM-A2DN	TCGA-BH-A8FY	TCGA-BH-A0B1	TCGA-EW-A2FS	TCGA-EW-A6SC	TCGA-EW-A3E8	TCGA-EW-A1OZ	TCGA-A2-A1FZ	TCGA-E2-A10C	TCGA-BH-A0BR	TCGA-AN-A0AS	TCGA-A2-A0CR	TCGA-A2-A0CW	TCGA-B6-A0IP	TCGA-OL-A6VQ	TCGA-A8-A099	TCGA-D8-A1X5	TCGA-PE-A5DD	TCGA-A8-A09E	TCGA-A2-A4RW	TCGA-AR-A0TZ	TCGA-3C-AAAU	TCGA-D8-A1XV	TCGA-BH-AB28	TCGA-EW-A1PC	TCGA-D8-A1XM	TCGA-AC-A3OD	TCGA-AC-A7VB	TCGA-A7-A0CJ	TCGA-AO-A0J3	TCGA-A2-A0ER	TCGA-A7-A4SB	TCGA-BH-A18L	TCGA-BH-A1EV	TCGA-D8-A1J8	TCGA-AO-A0JG	TCGA-D8-A1XB
hsa-miR-127-5p	5.723449125733643	8.232164041110806	7.807537318177349	8.011154506835497	9.642867494370252	8.504579225503987	8.515100164208743	6.372898066221021	7.495938334810836	7.589616794644636	7.671226069789397	7.178801206760063	7.450279483352129	8.931385734737272	6.633297367734967	7.985751569323004	7.69953681740647	8.030809095563834	8.253251631647009	9.38305541515898	7.571798969663743	6.234342362461291	9.241229687779104	8.062296574712562	8.374547773113838	8.51189422607845	7.890118895541061	5.15913808669096	6.600423430422268	7.558258357167763	9.453481651228781	7.2102526204543675	8.92480324954169	8.87008282515952	9.245113617946965	7.393285696591873	7.5801214043261735	7.5914937227636905	8.17741866649723	7.060605837545233	7.4368210630851985	9.079866182111637	9.385568413682956	6.332596013176867	8.38859720832393	6.890406822006704	6.351337749708065	9.2718184475729	6.177214182413741	8.206159470302488	7.832517559089745	7.982988296513328	6.977420448196883	7.732852368245146	5.369953573958589	7.619112984938571	5.323366006434788	7.187898132735452	9.024897140694499	6.989387774845492	8.716491838424119	7.326436713997164	7.576980153811419	4.243179343470723	8.847164503723592	8.37291438115674	7.652610179924903	6.2565301392359025	8.388381863152487	8.668071989759008	7.68945255393517	9.01795696529089	8.092432069952043	7.147386553577396	7.826868608386132	8.008390339466702	6.6900939998624676	7.340896406849808	8.219065792188172	5.821044210887498	7.965597764058216	6.038420382343187	7.827753758391721	6.631875765495407	6.817191979585296	7.654089676760839	8.953699318975062	5.6839287495433375	6.565048354889677	6.943278440931562	6.924705518964435	4.395692625886615	7.100499400881306	5.92982271278062	8.015384773788064	7.185690648559598	8.095237374407438	7.675086148939353	9.181812595845887
hsa-miR-199b-5p	6.608995605283911	7.9828762217075875	6.854824217879846	9.366792678774456	9.32847534357973	7.583331166315614	7.870396392300214	6.228040458443981	7.481905775074461	9.618661107264074	8.726280194863866	7.636047192631379	8.030771495271496	8.670740032460769	7.899566957998096	7.665245635694578	7.854221620899144	8.833187577654027	7.734141627564487	9.283725614241758	7.194699594916309	6.048935763735771	8.063924047038187	8.398914382058319	7.762596354987646	7.813291331740601	7.180624845195106	4.6349264198443985	8.434332474944862	6.369433633744994	8.682135083112549	8.884217522480354	7.511178653581763	8.30296862945755	7.8543608739196005	7.068762437656816	8.505220934143717	6.30874595651056	7.411807727017379	7.306618054330438	6.692711405675347	9.537894057156096	9.611191096335043	7.007939820936747	8.602243242723414	6.741713425084977	7.518133088469341	9.185588010449411	7.4798172310650255	7.27897242809338	9.02751786437077	8.530075870794544	7.379736747933317	8.5579349069615	7.916171805170338	7.465719733067953	5.240169937814658	6.069087502234276	7.351965996852912	7.634360871135831	7.664395253293684	8.357422725839918	7.376766557857476	5.329966353305904	7.058638028588722	7.713892715511095	8.517387899319784	9.059298968143604	7.613471425596969	8.597168005611731	6.737294380493272	7.75369666489946	9.09361158374473	7.619196728683608	6.758173308026392	7.532815024025084	8.80567640395822	7.174002578989291	8.321966831110775	8.142887760379717	7.656383461780551	8.420556179928651	6.579644254461383	7.357370619609364	6.583649000623673	8.381212803923324	7.316941177539199	7.641203641835611	7.373506184743344	6.797423469675709	6.301705448761158	4.160559318350361	8.05490453319762	8.048343907015376	9.483455736429967	8.452802806093427	6.552859809924145	7.650665058191687	8.924389387511551
hsa-miR-181a-3p	6.829701494265427	6.9645933835773315	7.359581552160267	8.153436246339444	8.441749208930945	7.254155526726149	7.403672948182743	7.732296694997186	6.921912684064086	8.95991071801119	7.349143019371709	7.644541073074137	7.738285421869488	8.385606878694594	6.580545981470943	6.815377651707691	7.770935863771443	8.855623644288231	8.439555194549405	7.492122092211087	6.562110828124138	5.4294942807291475	7.777973529516056	8.445648463181836	7.292267077084628	6.459600774895823	8.095758678258234	6.510947533233958	8.894263743217179	7.670401900199238	8.290665835987777	8.40406749367886	6.606263834070055	8.10967292662578	7.201025664977663	6.731640761772683	8.659498490935093	6.77807827226434	9.06361704901118	6.420850699638535	5.099215583109555	7.567763524236728	8.25151686096653	7.198905359354109	7.504892830147389	7.611828169394907	9.149250833124272	7.197586960085139	8.245043039231636	8.884144370913493	8.41536877627628	7.710418530676646	5.845801048969887	8.17022142656403	8.76569369875084	8.592040505890902	4.435747241619171	6.891761300836651	7.2203908630906675	8.321199337768517	8.987836518153031	8.660071983050598	7.6903259571151565	6.49137779842483	6.979684258976031	6.888373869131082	9.444264422787658	8.434677505454667	8.289059789091244	7.498056403040055	7.799039750255662	8.298822564682835	6.377820297749292	8.045241887374514	8.452957312160862	8.727719206528018	8.707194840194592	7.693768479303048	8.190060103001802	8.6115529978718	8.02891410099126	8.659660346098581	6.996958253770727	6.467998136070566	6.750416729872749	7.469124240088709	7.107596665720001	8.566290324654014	7.703261995610482	9.432426281155166	7.759458999012867	8.139757832414801	6.480751618738101	8.374765919123954	6.498951897081593	6.741607090855822	8.841974042850627	6.749385926715155	8.0484799005585
hsa-miR-338-3p	5.535483938589689	8.79663893754232	8.85050555989635	10.473591661484187	7.02882649417676	6.975317581644462	10.937541740282452	8.059148125269829	7.102627023307414	8.030671370953655	6.635528726163209	7.420526450966329	11.060449165878627	9.410598736638976	8.23071673071933	7.526563431674696	6.316357082987348	7.626078821868358	8.968273110844445	7.814588711317232	7.942239420517978	7.843236712806531	8.209420031597286	7.824118966219165	7.590738854166422	7.472323392218386	7.414458789369131	11.11715310317428	7.74590367398443	5.8507283890055195	7.163257411123748	8.611279330273401	6.563323295141243	8.133804457427235	7.0907785241926105	7.960538115808736	9.303904546631761	9.885406094919905	8.476787160410877	8.79592222276757	10.759947852007322	6.458200111900795	7.260305188434898	9.964184540469475	7.061436187508396	11.068447183785999	7.1697148609865495	7.449018072982559	8.149948591512764	7.492426016500299	6.537738223217751	6.810209318297203	9.959117878203955	8.277346239314545	7.683174770425691	8.19054187333481	7.1164629435278695	7.283794912635864	7.614895444412507	10.321047140071972	7.693013877045592	9.573951079097315	6.127144044069372	8.352027074073938	5.682074049779867	6.565751754922931	8.000418179276698	9.697770661058476	7.3581888143863	8.768790004314868	7.194012511926708	6.943664061282658	7.899668294436978	6.947050491048017	7.834250573266583	6.014991608180089	8.052360660911246	7.265947686746419	9.043293049883435	7.438456609284708	10.046347035391765	7.579748249498117	6.232534847753633	11.115443553014082	9.968373205384852	10.29304276579521	9.039146527765427	9.287948913553198	8.403706936062461	11.600248287183225	9.037735037551371	5.82209124875357	11.591993313298987	11.322658318735801	8.827901552938776	7.922638012612075	6.731623123587116	8.878745002051112	6.530906757639204
hsa-miR-106b-5p	6.756233716348543	7.445330872732581	9.164716400040115	7.164168055179411	7.32261771411734	7.038019939979528	8.897726500008948	7.667998315321191	7.457171461395145	6.738608440924396	7.080167588421019	6.761232647778663	8.87363328916944	7.447677566300151	7.781000844735171	6.8347018746850745	7.7691485753256	6.855425545978644	8.485859133410491	6.797348810480272	7.505661188176357	7.1925269144948265	7.3177662799586765	6.497047330969574	8.10223394535545	7.204669178830634	8.23899398439393	8.136717405290328	7.648670424357774	6.638163982391568	7.768334590260907	7.337251027354798	7.740494345597544	7.828449007364227	7.570246489956984	8.224738653014194	7.897766499679989	7.2147069807436255	8.533586287026074	7.548015115289283	7.403847823645168	8.072599790257506	7.55742290780226	7.74441649525765	8.675194445073235	6.575914925700538	7.11904016646221	6.6198096756299	6.523879204340771	8.149212921373865	6.845610802553286	7.239460674380608	8.409706524148435	7.56175789951171	9.332032034788826	7.234853950923982	6.727972670509676	7.079836780235449	8.155726988639524	9.438648824802552	7.383402242753708	7.522972542975004	8.578952998919434	8.349913525122561	9.433777649804183	7.5845068078780145	8.44324068850352	7.989073195037335	7.297870655130831	6.784581990057844	8.089474189115066	7.54536127136281	7.285982892734441	8.361332241772052	8.384211475880358	7.414736964489994	7.210642867638095	5.3935294843575186	6.740287371487574	7.964907343200654	6.392132376859536	7.074515130671121	8.073067807095997	8.478053398667496	6.910565654924674	7.075365685020551	9.265160366215477	6.459665841982704	7.757710274313698	8.713568919835298	9.086248517362531	7.890989946734137	7.557576642904252	7.818970675149775	6.051999223644761	6.080913088250283	8.085596820561596	6.866105850617516	5.567500588239854
hsa-miR-542-3p	8.127966055764093	8.006551188442094	7.359581552160266	8.622861037933298	6.4151937209267755	6.400325665275225	9.22605818915761	8.442189509770307	7.832345345439266	9.312268577226932	8.106482575432143	6.2512362688509935	8.83280531815514	8.158452265890276	5.2543590371066955	8.1354549551036	7.028240730959219	8.957282408739697	5.888414524803618	9.344288534139732	8.623109533608453	6.136174791564693	7.8586292429388145	7.038066608763572	7.124765919662556	6.257279336304971	7.1806248651073155	6.0957161488990845	9.096253478170448	8.610174675773449	8.666099677420712	9.040292300386923	8.538041077768245	7.381377765708295	7.849532453324968	7.502744518927872	8.578658337101729	5.852982859899304	7.084412222518134	6.5500951789624215	5.679294841300107	6.279813941330515	9.011972472284484	6.955969672932093	7.166382326330659	6.324642012360914	7.66565456235668	9.612936159218936	7.272541553608141	7.252180665957127	8.89084938391169	7.69425588324259	5.579187599294732	8.987874971209086	8.312548117855837	6.4517439984268545	5.615138916433059	7.222191821301385	8.195880346680331	7.77848378331821	8.68121498993648	8.66651685283859	7.3931935960874675	7.496772960999945	8.65033951032881	8.176687946822868	9.0669924134674	8.177695293187652	7.21133052110947	7.7155365388162345	8.432496089753554	7.228770691187761	5.2599962460094165	8.488627041579656	7.481142354773073	6.449681404574285	8.890887328724748	5.42287886498321	6.255684540666679	7.492018631463784	9.723612239779198	8.693411251008751	7.6804102572646515	9.516745952273201	4.751985580788138	8.009709862949867	9.170763946400154	8.126424275928459	6.458130841464283	8.922653416846927	6.174515891234638	5.271881065450585	7.502947573830563	8.158721447312331	7.214233880531013	7.705911023022124	6.716711185726226	7.9455731705020565	7.576042490755484
hsa-miR-625-3p	6.961622588250231	7.750258649761008	8.513495505853843	6.616313451216125	8.388738087714598	7.600052321126515	7.930474398979575	5.994566405500718	8.217481807980908	8.509772720953245	7.137009968864895	6.578265901763503	7.934818054598002	7.835223272095036	8.178427181704082	6.7094474874631675	6.7951977640206005	8.168805163085041	8.580343830266052	8.11495392398276	7.639156123459409	6.4403471439270445	8.097548181143457	7.766935637925339	7.266531949220775	7.3475309055011655	9.162294002608357	8.547810775923887	7.703495772749783	6.8435005123864565	8.723011698871659	8.342524680872586	8.15625444468815	7.4761051650991845	9.095109489317121	7.020496079320639	9.124102133890785	10.140415773924579	8.597143640260196	9.118385774507194	5.768342598143606	7.2038307155742665	7.235758780351034	6.718951313382178	8.288415348531851	8.756004649566156	8.90877020198974	8.425470289098298	7.4526798774832415	6.849260640741106	6.383273122086529	6.640641406076467	8.251164159851724	7.567800329976122	8.986679790703267	9.896113756471589	6.212252158784692	7.466550845233548	9.282530072532012	5.389883093286033	6.95754689526458	7.283475926880949	8.419691938979893	7.5766664084264645	7.741375018866827	8.9065397847327	7.634127361729798	8.7063322750301	7.702881667121387	7.852977892184345	9.655346589971913	8.1449854080563	4.576183921900089	7.715681423734251	7.830848212317695	7.94590356949724	7.737677663669009	6.353583474713891	9.417692422603185	8.573015020384675	6.857375096878208	7.885294214186372	7.7758986966976655	6.625962249999275	5.748958163696661	6.523296013493174	7.052932251941147	8.491287634103113	7.33149318478141	7.200830226897594	6.916778714313653	4.775077391576877	7.339889267622631	6.433487704078897	7.3560070825689	7.489244216873853	9.328301962855667	7.486901960868328	6.138770512741755
hsa-let-7d-5p	6.390551570529163	7.7558571205488995	7.676905975754381	7.637774278231528	8.021811027710333	8.094803321669511	7.667641991984899	7.643127900739531	7.808588062259405	6.374513763481678	7.056788318374186	6.368677728437124	7.927449909128358	6.6651795194053465	7.56136893610082	6.401367336365109	8.322349056640336	6.418176217670215	8.283526765118674	7.639569365102314	6.562110843431826	6.296262473073223	7.394165761387047	6.988900559102166	8.712383509441265	7.601504062400824	8.700127336039172	7.759211795820293	6.41136530652091	7.264688104566543	7.5462938804015645	6.470659042396007	8.440563327696708	8.695790940025399	7.090778545388504	8.871825504406333	8.41755056207224	7.45006972872822	8.417659878673398	8.136032115338113	7.9136338103378705	8.597238020792245	8.187539850869287	7.125114601436725	9.19934758289915	6.43772720958258	6.102803141223327	7.527597937109305	6.102993671149608	8.134618008085063	6.711049182564714	7.56985034658968	7.941851972478603	7.428644340426601	7.398444300504999	9.11958725345555	7.034886548438022	8.262777024852591	7.752765455654996	6.883345714563137	7.479626566856191	7.8742847550061805	7.556706135351943	7.988908123100107	8.273830618912733	8.273371481601197	7.468398081427439	6.653205760459791	6.828896384003393	7.950723051113687	7.927031589073389	7.822978667508594	8.20420437445121	6.518961463341133	7.103750472254865	7.550422033581424	6.451786086412559	7.337047319035795	8.448076871076243	7.138416982069984	6.639375314517678	6.391635696263802	7.513124826291724	7.4918810735733	5.415846465324805	7.217690612067456	9.015040789414714	6.117097292826176	7.6138461913101905	8.145038881501867	8.596576395010525	7.880261035503669	7.622091123701038	5.929822689109449	7.072730637875196	6.784575321859213	8.001967209297902	7.0319572997796564	6.914886861575325
hsa-miR-196b-5p	5.5665164661184825	6.0139693824180736	7.3666627074686275	6.608011449308	8.76837695456522	8.254712409694454	7.346016851214289	6.8226603186897075	7.985061705280559	6.282065948082997	7.675069783045209	7.063179123087301	6.899872752129681	8.311487639792405	8.357069854987	7.715626610506583	8.01819633183939	6.512320946646177	8.83152338570506	8.315833256816815	7.1918983449591565	5.4015945064730255	8.735174202321568	7.859717826906775	9.132746779271063	7.596743685474312	7.966969980570742	5.921587285330358	5.3417620364833915	7.700065889174857	8.827632854007046	5.142661363142131	8.914162282440799	7.605001772916858	9.71613343591132	7.044831097117309	6.497670567480372	6.891842892249226	8.457346077158377	5.682818551497098	6.549310228039001	9.526118007699635	9.793696668437818	6.271049163194603	8.74463367320992	6.984411620793573	5.4554754678891175	8.632664474072786	5.728235168905025	9.09734628327574	6.181087319832904	7.380816524707511	6.317862210261567	7.7959860213279715	4.476358734364653	6.64604199026143	4.977918034150184	10.163542779654769	9.024897137921235	7.271317959035632	8.838926310901787	6.397671284375332	7.579853331208355	10.759099148507879	7.758676358256621	7.567486154772413	6.32535773066436	6.276680777677595	7.7445644252594	8.587070016751241	7.444914242139312	8.957619093183432	8.834918562579958	5.903940216190658	6.843937985888718	7.383643100695621	5.108069653561808	12.089335571153763	8.374477871916222	5.676507960826311	8.013343619956373	5.846052292907804	6.936836008497666	6.545229680863455	6.642474734345774	6.860718606056382	9.007873532676781	5.902306538009767	6.231616821412862	5.75127315229346	5.928669889366944	3.879496499499236	5.846493588887045	5.029497157526767	7.697897138308749	7.7449272295712825	8.358033072214619	7.416224993087794	8.54462376685287
hsa-miR-1307-5p	3.0463289815435224	6.418716749389787	7.8736488288894995	7.590098307409392	8.378939463866251	7.417144703039129	8.26974905406934	9.90480333854206	8.20379342062724	4.447202996607421	5.30773759158945	6.171194747247432	7.332488715695173	6.370002932940166	4.858211231530295	6.067456189522864	8.886978253949428	5.170770253225328	7.5219765417974545	6.607791265880699	6.890515869919969	7.082609854856935	7.725173470216706	6.507059866592586	9.497118698174866	6.1312690694766285	7.797765544687826	7.400511707341813	4.296762184101076	5.505772855649387	8.843404830300933	6.0849960537215955	7.550187847534059	8.906557264479142	7.234744939844001	6.628072203865365	7.190446008849301	8.770475679805793	8.768627758137253	5.874515376491281	7.959738507516276	8.666542513112123	6.441710262312037	5.7512629693572075	9.831542833713529	7.679824065164823	7.1496580612767255	4.18853432285177	8.074274258851228	7.339617048009043	5.047609452941254	5.9644960951694825	7.4753930676670475	6.463163507536608	5.97744710358238	8.530069809866163	7.180344079679531	9.305677798665654	9.77501260909614	5.361438795518833	8.750926634367117	5.478584606496284	6.794489740763555	7.903581329739534	7.191976836405444	8.049847266022967	7.6464755176667705	5.646974125463338	8.090016934576726	6.930156427513296	7.83714020441896	9.041402820841823	6.5027418256863045	7.466668658614113	10.926920875809895	4.596549427540045	5.145020104837038	7.4973841505278545	9.016399452815513	5.515862651995694	7.463614282247095	6.564869322445679	7.975294877086972	10.061548835644217	8.933303230753433	6.268056064968999	10.907902662703929	7.338303250544915	6.971480056563823	11.00348628334715	11.492587754497215	8.139757827257526	6.400261660172177	4.828629188772424	4.320774881927753	4.081207053565519	9.204608951368757	5.890388920669852	6.744914586869469
hsa-miR-500a-3p	6.975562717431531	7.929381929283078	8.308142359199321	7.8602969787902595	7.352377499310416	6.361625072034084	7.55764863317252	7.377632544391563	7.452173291590237	7.397352865513582	7.0270212177288105	7.0568292806374995	7.835965838063662	7.91929292160879	8.427036240608308	7.68134629760888	6.460654739726955	7.488559828268881	7.288149388937878	7.605333949099434	7.772630893958019	6.583807535640521	7.853718228218737	7.780757720205096	7.729070158108197	7.160189607311786	7.817268835645866	7.6628605406582215	7.67451506075061	6.94113416060238	7.04423519557904	7.846446487395316	8.18840297344598	8.645123718216375	7.135099921610567	7.749723937384283	8.81267298957074	8.192867204181004	8.524273699744123	6.492778657286083	6.412341922612588	7.5392050777655575	6.967477325033739	7.868164572762514	7.823998050499312	8.132210530576867	7.183872312217282	8.006614520931329	7.626112883013442	7.484774461647752	7.637362699824367	7.074433576777935	9.459975371838931	6.701653713961313	8.47300525681904	8.465317227965281	7.1713895641791945	8.212486792956367	7.002598333765	7.0215569227399675	7.617888401844352	8.248802090084688	6.686671241343673	6.6646307546349455	7.248180812563652	6.763496776769051	8.033702986053196	7.67287859772429	8.072120781079853	7.899054767021263	7.356735004083649	6.63497439965269	6.565779818281955	6.581077678798778	7.945400993425608	7.264953327915148	7.255986504388956	7.047810548585722	8.054096152279886	9.944192210298521	7.786657146255173	8.430120698321101	6.974129850333406	7.681997984633005	6.808655421885821	7.118589032053904	8.667487977585939	8.624483458643628	7.397281752333837	7.891253866098366	7.031337140531695	8.589090138707636	7.803425351262785	7.314045105443437	7.633044742804045	6.81995944904689	7.936974238170447	7.726065217241725	6.619345049979215
hsa-miR-126-5p	6.414628143625707	7.58397130479098	8.064280904072408	6.723952059026705	8.57696090721598	7.017420461228402	7.2936055322147935	7.477929878955049	8.895347012741874	5.896767970718414	7.908475794233835	8.376071751074107	8.256301822848705	8.201372478692283	9.052707308316522	8.000799169516021	7.714473644205616	7.230886079767125	8.030372367970697	9.074416460914343	7.8439556261525984	7.9189963451511876	7.57810224726753	8.32820100099728	7.755213125206474	7.318912202529736	9.310226692551344	8.02917436735357	6.2207219975062555	8.3766363647516	8.297968495048334	6.983566044699119	8.761067013269615	9.532937984098375	7.607902779313661	7.694394916511878	7.328700221776695	8.06809479063227	8.776493336281968	5.37552534546416	6.68358227052743	7.363025305225432	8.821674999305346	6.098370937585589	8.579033826759163	6.967769165596673	6.543655723914162	8.834560294987108	5.590161173347365	6.861129867396394	6.9436332173253765	6.3692285676910965	7.21212895359664	7.6152497742851715	6.893754072316244	7.145830564858387	6.38486349440398	5.909883585545856	8.319858088074474	8.67184587433257	7.261313380605874	8.454964142758014	7.302179292926571	7.587470722353949	8.65033951032881	9.126391049397935	7.8866120483354845	6.527109471858071	8.590483043725795	8.501248129446601	7.010575245502143	7.840905435027396	6.712284339930823	8.16124059902514	7.5330112193682535	7.243465003762938	6.686517744692042	7.3019354591880745	7.490091758229509	7.033948521889132	8.252287001969052	6.490025361478884	6.932105743041584	6.919809565160518	7.473636971324567	7.016335995164768	7.503804028906088	7.022602928304627	7.2024889524392925	7.4599123629791535	6.5057158321651265	7.647002544836819	7.276163671141754	6.590014497978086	8.38349041857806	8.471129211210279	6.696585741163308	8.317645889320959	6.604127064420424
hsa-miR-361-5p	7.308566045708176	7.526177323335409	7.45568809244894	8.268523653596777	7.3722691055734995	6.909765730837972	7.8289078710127225	8.546460308362462	7.61140790756392	7.851938460090076	7.583965040623779	6.4677330155099995	7.934818054598002	6.613772589936711	7.081320683703366	7.227209144918825	7.610512806695355	7.668442283589531	6.794445507046325	7.502789145436653	8.080421800712754	6.62057813489488	6.879402661343877	7.153053433548066	7.078186551954323	6.778246694106247	7.358506088153616	7.275756877169504	7.344265621085571	6.347107697173095	7.203810213454158	7.912089484438966	6.8756304721612445	7.0957086276940275	7.498034483011784	7.560148038391168	7.817836018550685	7.280461649898586	6.979288491319916	7.228012981051916	6.4123418887178385	7.790079552093695	7.416499377283126	7.842259410780598	7.628734543482807	7.754494511452275	7.531480717193697	7.59865531189762	7.037066954826413	8.054182154961415	7.561172089579399	7.666909092795741	7.852032654389793	7.421988635994772	8.853038317400609	8.181611772982848	7.364467690062106	7.047414771606957	8.035770470096665	7.924168301211532	6.764313321950846	7.702621690522386	8.02989163039232	8.254841456286773	7.371387822187225	7.92663259424388	8.333920098005631	7.9351568567754525	7.341986905479951	7.528862527871029	7.356734995272096	7.180310059628596	6.856121943299024	7.492039254295419	8.626518787505711	6.919585949045497	7.792770937959352	5.951984569500728	7.591810563729073	7.69489272865438	6.614822844780112	7.404525722759171	7.071979142843517	8.308428951578787	6.642474734345774	7.3188681374828	9.126448048515549	7.406227881634383	7.954109158986149	8.45844942658867	6.932589008130541	8.180557589674184	7.5901944733242015	7.692684891696825	7.65672882444073	7.7632206374786294	7.149445386057744	6.959957300801711	6.9474080658892134
hsa-miR-378a-3p	8.754298470373966	6.874828806612706	8.659028087356528	6.087274682477966	6.415193737845104	6.69308750402708	6.911748707330104	8.11447852278153	7.167341003307611	7.084878245808918	6.130524198438539	7.274940068863573	7.228404941661665	6.866841236936146	11.193326895676595	7.128882978440175	6.491333033908638	7.396918174360832	8.405546747870279	7.582888573779198	7.94057161144507	7.047032405734492	7.086152719206869	5.889757091590837	7.224376372679118	6.036018801826724	7.961971994140881	6.502723715573754	6.991646194654185	7.319229571737574	6.962561787701999	7.305348569392255	7.53359861760382	7.1742643570115545	8.492490775944196	8.366638379510217	7.361288470642573	8.360345015745864	8.033865755799104	6.244565852532793	5.768342571660706	6.510626309451023	7.292397338670869	4.813793155572385	7.753186627243787	6.8992103751869704	6.937100362066042	9.450516275757597	5.160886812289505	6.9856262370778825	5.904279288022813	6.3961237963429705	8.299014560689946	7.573817558483957	7.6453756779396285	7.450931019841488	6.229610386541906	8.219779327046078	7.996087534393294	7.188730616800429	6.913638278837285	7.4748230958352435	8.793399215337297	9.395618420200885	6.782340845245135	7.128850298415807	8.03839586878449	7.474898117606851	7.5301189850369425	8.182999334884569	7.101037970573347	7.14105797441761	6.311054206921496	7.844141517830821	7.428840011136357	6.801033843652428	7.423251716594945	7.0383599586754695	6.356094244450697	5.908061060148477	6.822062224206105	6.889997721949803	6.80850903044066	6.640700880684943	5.8072546291911955	6.8326753415911305	7.918892313729483	7.808878325349228	6.965709179044159	7.802607090769466	5.592888211395807	5.934223069486512	6.436590440794102	5.205785612098282	9.415666523982042	9.654247754660116	7.970884402757757	7.133637792782129	5.514222440635404
hsa-miR-148b-3p	5.756120513588964	7.884088697612947	8.707241748178667	6.292886987681506	6.908980058267817	6.9667475221045585	6.861195723741092	8.487913633208699	7.995406234414376	5.977595310866142	6.367497243677185	7.1729414168380785	7.234388647552229	7.1558112542522005	7.200979485637655	8.281674040611493	8.398316789859761	5.792435475680931	7.819269666111723	6.897752513507114	7.338417953598638	7.678624631369963	7.453798557989507	6.615929138748089	8.914811763634109	7.413984678159021	8.140684293127064	8.346555282299411	6.8860542992509695	6.556193172159315	7.905782797893638	6.394217415062254	8.595114998625066	8.05836415153088	7.723250986977999	8.816362255612756	7.770091097985025	9.519343178191031	10.036297640377004	7.196049610869857	9.010757249683687	7.990599319548466	7.57056868484173	8.224867799328436	8.77303460499228	8.874576995786578	6.836733783650893	7.0833097690117235	6.495149523593964	8.368802181929333	5.472284149909918	7.261567339385266	7.665866224221535	6.4237291732321244	6.4627708248589455	8.409044114728697	8.175362172100176	9.277999253480699	7.704336327928994	6.8324415477163045	6.666687549630886	7.421966907965761	6.958009418838456	8.153059468412009	7.9702492133697245	7.40974486022762	6.722344447749104	6.3258594665805505	7.771026373074486	7.535879176884433	7.178267424505939	7.047665325441493	7.666885032740156	6.768734361194893	7.964674286428124	6.853039132414551	6.592193215839119	8.53093587439574	8.007354542924434	6.419363619164638	8.092534848979108	6.27334504869079	8.562177045433005	8.003233349137998	8.632409724298201	7.09910243416716	8.107730312886142	6.792048851062855	7.195109319577317	7.660339392975104	9.631501466546164	7.6137086693204274	7.2508842471218	6.069359259865902	6.567193491554129	5.970737947680152	8.25686566198948	8.201160149736575	6.979212344170838
